PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Akgun, E; Demir, M				Akgun, Ergun; Demir, Metin			Modeling Course Achievements of Elementary Education Teacher Candidates with Artificial Neural Networks	INTERNATIONAL JOURNAL OF ASSESSMENT TOOLS IN EDUCATION												In this study, it was aimed to predict elementary education teacher candidates' achievements in "Science and Technology Education I and II" courses by using artificial neural networks. It was also aimed to show the independent variables importance in the prediction. In the data set used in this study, variables of gender, type of education, field of study in high school and transcript information of 14 courses including end-of-term letter grades were collected. The fact that the artificial neural network performance in this study was R=0.84 for the Science and Technology Education I course, and R=0.84 for the Science and Technology Education II course shows that the network performance overlaps with the findings obtained from the related studies.																	2148-7456						2018	5	3					491	509		10.21449/ijate.444073								WOS:000450369300008						
J	McCoy, CG; Nelson, ML; Weigle, MC				McCoy, Corren G.; Nelson, Michael L.; Weigle, Michele C.			Mining the Web to approximate university rankings	INFORMATION DISCOVERY AND DELIVERY												Purpose The purpose of this study is to present an alternative to university ranking lists published in U.S. News & World Report, Times Higher Education, Academic Ranking of World Universities and Money Magazine. A strategy is proposed to mine a collection of university data obtained from Twitter and publicly available online academic sources to compute social media metrics that approximate typical academic rankings of US universities. Design/methodology/approach The Twitter application programming interface (API) is used to rank 264 universities using two easily collected measurements. The University Twitter Engagement (UTE) score is the total number of primary and secondary followers affiliated with the university. The authors mine other public data sources related to endowment funds, athletic expenditures and student enrollment to compute a ranking based on the endowment, expenditures and enrollment (EEE) score. Findings In rank-to-rank comparisons, the authors observed a significant, positive rank correlation ( = 0.6018) between UTE and an aggregate reputation ranking, which indicates UTE could be a viable proxy for ranking atypical institutions normally excluded from traditional lists. Originality/value The UTE and EEE metrics offer distinct advantages because they can be calculated on-demand rather than relying on an annual publication and they promote diversity in the ranking lists, as any university with a Twitter account can be ranked by UTE and any university with online information about enrollment, expenditures and endowment can be given an EEE rank. The authors also propose a unique approach for discovering official university accounts by mining and correlating the profile information of Twitter friends.																	2398-6247						2018	46	3					173	183		10.1108/IDD-05-2018-0014								WOS:000449962000004						
B	Wang, HG; Wang, QY; Wang, WM			IEEE	Wang, Haoge; Wang, Quanyu; Wang, Wenming			Text Mining For Educational Literature On Big Data With Hadoop	2018 IEEE INTERNATIONAL CONFERENCE ON SMART CLOUD (SMARTCLOUD)					3rd IEEE International Conference on Smart Cloud (SmartCloud)	SEP 21-23, 2018	Columbia Univ, New York, NY	IEEE, IEEE Comp Soc, IEEE TCSC, IEEE STC Smart Comp, Natl Sci Fdn, Beijing Inst Technol, Longxiang High Tech Grp Inc, N Amer Chinese Talents Assoc	Columbia Univ			With the development of the information era, the application of big data technology in education has become more and more extensive. This article adopts the Hadoop platform to conduct parallel mining of educational literature on big data. The paper has analyzed the main function of text mining technology, combined Canopy and K-Means algorithm to analyze and research the educational big data literature, learned about the application of big data technology in the field of education in order to provide its services for the construction of "World-class universities and first-class disciplines" and make a contribution to the development of education.																			978-1-5386-8000-1				2018							166	170		10.1109/SmartCloud.2018.00035								WOS:000449788200027						
J	Zhu, YQ				Zhu, Yaqiong			A Data Driven Educational Decision Support System	INTERNATIONAL JOURNAL OF EMERGING TECHNOLOGIES IN LEARNING												To make use of the latest Internet technology to provide innovative support for teacher education, a comprehensive study is made on DDEDSS (data driven education decision support system) and DDEDSS software prototype is designed and developed as an auxiliary tool for educational decision-making. At the same time, the two sessions of education data is collected and tested in practice. The multidimensional summation and average are carried out for different time, different source regions, different gender learners and different subjects. The research results show that the system can evaluate learners' learning and further provide decision-making basis for curriculum optimization and class adjustment. It can be seen that DDEDSS is a frontier educational research, which has important research significance.																	1863-0383						2018	13	11					4	16		10.3991/ijet.v13i11.9582								WOS:000449753400001						
J	Zhang, YJ; Chi, GT; Zhang, ZP				Zhang, Yajing; Chi, Guotai; Zhang, Zhipeng			Decision tree for credit scoring and discovery of significant features: an empirical analysis based on Chinese microfinance for farmers	FILOMAT					3rd International Conference on Fuzzy Systems and Data Mining (FSDM)	NOV 24-27, 2017	Natl Dong Hwa Univ, Hualien, TAIWAN		Natl Dong Hwa Univ			For the tens of thousands of farmers' loan financing, it's imperative to find which features are the key indicators affecting the credit scoring of rural households. In this paper, C5.0, CHAID and C&RT three models are used to screen the key indicators affecting farmers' credit scoring, and 2044 farmers' microfinance data from 28 provinces in China are applied in the empirical study. The empirical results show the classification accuracy of C5.0 is better than CHAID and C&RT in both the training set and test set, thus finally use the feature subset selected by C5.0. Six key features screened from 44 attributes by C5.0, which have significant influence on credit scoring of farmers, namely, education level, net income each year/per capita GDP, education cost of children each year, Residence type, residential year, relationship with cosigners.																	0354-5180						2018	32	5					1513	1521		10.2298/FIL1805513Z								WOS:000450221000004						
S	Dascalu, MI; Bodea, CN; Mogos, RI; Purnus, A; Tesila, B		Silaghi, GC; Buchmann, RA; Boja, C		Dascalu, Maria-Iuliana; Bodea, Constanta-Nicoleta; Mogos, Radu Ioan; Purnus, Augustin; Tesila, Bianca			A Survey on Social Learning Analytics: Applications, Challenges and Importance	INFORMATICS IN ECONOMY	Lecture Notes in Business Information Processing				15th International Conference on Informatics in Economy (IE 2016), Education, Research & Business Technologies	JUN 02-05, 2016	Cluj Napoca, ROMANIA	Bucharest Univ Econ Studies, Dept Econ Informat & Cybernet, INFOREC Ass				The current paper debates upon the importance of learning analytics, by underlining its place in current research directions and its influence in reshaping education with the aid of cutting-edge technologies. Definitions, successful examples of learning analytics tools, as well as the challenges of implementing them are revised. A special attention is awarded to learning analytics performed in social learning environments, due to their popularity and well-established value. In order to investigate the importance of learning analytics to end-users (students and teachers), a survey based on two questionnaires was performed and revealed the fact that advanced learning analytics features are highly requested in online environments. The questionnaires were filled by 59 IT teachers and more than 390 IT students, from various countries, fact that demonstrates the global significance of the study. Also, a model of developing a feasible social learning solution with learning analytics features is proposed, shaping thus the feature research directions.																	1865-1348		978-3-319-73459-0; 978-3-319-73458-3				2018	273						70	83		10.1007/978-3-319-73459-0_5								WOS:000450048700005						
B	Zavgorodnia, O; Mikheev, I; Zyma, O			IEEE	Zavgorodnia, Olga; Mikheev, Ivan; Zyma, Oleksandr			Identifining European E-Learner Profile by Means of Data Mining	2018 IEEE SECOND INTERNATIONAL CONFERENCE ON DATA STREAM MINING & PROCESSING (DSMP)					2nd IEEE International Conference on Data Stream Mining and Processing (DSMP)	AUG 21-25, 2018	Lviv, UKRAINE	IEEE, IT Step Univ, Lviv Polytechn Natl Univ, Ukrainian Cathol Univ, IEEE Ukraine Sect, IEEE Ukraine Sect Kharkiv SP AP C EMC COM Soc Joint Chapter, IEEE Ukraine Sect W AP ED MTT CPMT SSC Soc Joint Chapter, softserve, GlobalLogic, Perfectial, Lviv Convent Bur, Altexsoft, IT JIM, LMX, Hey Machine Learning, Teragence, Univ J E Purkyne USTI NAD LABEM, Univ Social Sci, Spoleczna Akademia Nauk, BENI SUEF UNIV, ISI Res Lab, Banking Univ, SEVERENITY, XHTY, LVIV IT CLUSTER, IT B E A N S Student Community, PM Business Solut, Game & Design, Lviv Data Sci Club, AI Ukraine, UAevent, ISDMCI, AI & Big Data Day, ODSC, Lviv City Council, LVIV, Kharkiv Natl Univ Radio Elect				The urgency of using e-learning in higher education is not in doubt at this time. The trend of using e-learning in the current practice of educational institutions and business structures of various levels has become global, due not only to the peculiarities of the development of educational systems in the world, but also to economic factors, which in many cases are the main driver of changes and innovations in the educational sphere. In spite of all the difficulties of deployment, publishing of those systems and troubles of their efficiency maintenance, their usage is spreading in tertiary education as well as in vocational education. In order to gain profits from e-learning materials Ukrainian universities search the possibilities to enter European e-learning market. For this reason it is vital to understand European e-learner, his needs and features. Therefore the European e-learner profile identification was performed on the basis of open European statistical datasets by the means of developed data conversion mechanism.																			978-1-5386-2874-4				2018							202	206										WOS:000448930300039						
J	Guo, XM; Chai, YY				Guo, Xingming; Chai, Youyi			Vocational students' professional ability: quantitative reconstruction and evaluation	INTERNATIONAL JOURNAL OF CONTINUING ENGINEERING EDUCATION AND LIFE-LONG LEARNING												Multiple intelligence theory' and 'constructivist theory' are two important theoretical foundations for students in their career. With the current big data and cloud computing technology, the quantum analysis was introduced into the students' career ability development level evaluation system to construct, analyse, evaluate and mine the vocational ability multi-dimensional index. On one hand, the students can enhance their own enthusiasm of self-awareness, self-learning, self-growth, and on the other hand, it is possible to integrate all aspects of social resources to participate teaching reform and construction in institutes and cultivate more social applicable personnel. The implementation of the evaluation system can further promote collaboration and development between institute and society, foster professional core competitiveness in institutes and colleges and achieve sustainable and healthy development of student vocational education.																	1560-4624	1741-5055					2018	28	2					156	168		10.1504/IJCEELL.2018.096023								WOS:000449782500003						
S	Georgiadi, M; Plexousakis, S; Gkintoni, E; Halkiopoulos, C; Katsanta, D		Chova, LG; Martinez, AL; Torres, IC		Georgiadi, Maria; Plexousakis, Stefanos; Gkintoni, Evgenia; Halkiopoulos, Constantinos; Katsanta, Danai			SCHOOL INCLUSION OF CHILDREN WITH DISABILITIES IN GREECE: VIEWS OF SUPPORT CO-TEACHERS VIA DATA MINING TECHNIQUES	12TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED)	INTED Proceedings				12th International Technology, Education and Development Conference (INTED)	MAR 05-07, 2018	Valencia, SPAIN					The aim of the present study was to investigate the major barriers that support co-teachers face, when they work with children with disabilities in typical schools. For this purpose semi structured interviews were conducted from 112 support co-teachers from Athens and Crete. Then the collected data of support co-teachers were selected for analysis, with relevant transformations in order to have a suitable form for the implementation of the respective machine learning algorithms included in the software package R. Furthermore, the parameters of the corresponding set of algorithms were determined depending on the case of application to produce inference rules. In conclusion, according to their responses, the results obtained by weighting and criteria basis, among others they feel very disappointed from their role at school regarding that they seem to be apart from the school culture. Also, they mentioned lack of basic studies, lack of experience, negative attitudes of peers and school personnel, difficulties in communication with parents and the student itself, were mentioned as the most important barriers they were facing in their attempt to achieve a successful inclusion for the student with disability. Implications of intervention in the whole school unit seem to be crucial in combination with training and funding for the effective implementation of the program.																	2340-1079		978-84-697-9480-7				2018							6864	6871										WOS:000448704001130						
S	Gkintoni, E; Georgiadi, M; Plexousakis, S; Halkiopoulos, C; Katsanta, D		Chova, LG; Martinez, AL; Torres, IC		Gkintoni, Evgenia; Georgiadi, Maria; Plexousakis, Stefanos; Halkiopoulos, Constantinos; Katsanta, Danai			EVALUATION OF THE SELF-EFFICIENCY OF PRIMARY AND SECONDARY EDUCATION TEACHERS VIA MACHINE LEARNING METHODS	12TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED)	INTED Proceedings				12th International Technology, Education and Development Conference (INTED)	MAR 05-07, 2018	Valencia, SPAIN					The aim of the present research is to evaluate the self-sufficiency and self-efficacy of educational primary and secondary education using computational intelligence methods. The work was based on the Educational Effectiveness Scale, where the electronic version was created and was promoted through the website http://www.cicos.gr . This scale has been built to measure the effectiveness of teachers as perceived by themselves. It consists of 24 issues pertaining to the evaluation of three factors of effectiveness (a) the effectiveness of teaching strategies; (b) the effectiveness of department management; efficacy for classroom management; and (c) the effectiveness of the involvement of students - efficacy for student engagement. The sample of the present work, which was documented by Greek teachers working in public and private structures, in the primary and secondary levels of Education, in regions of the region and the capital. Subsequently, methodologies from the field of Mechanical Learning and Data Mining were used to analyze the data to produce "hidden" knowledge, which is depicted and presented in the form of rules, clusters and correlations. In addition, the parameters of these algorithms were determined, depending on the case of application, in order to produce rules for extracting conclusions. The results of this research highlight the conjecture of the teachers beliefs in organizing and coordinating his / her skills with the ultimate goal of functionality and collective effectiveness.																	2340-1079		978-84-697-9480-7				2018							6901	6909										WOS:000448704001135						
S	Illescas, L; Sucozhanay, D; Siguenza-Guzman, L		Chova, LG; Martinez, AL; Torres, IC		Illescas, L.; Sucozhanay, D.; Siguenza-Guzman, L.			INTEGRATING TEXT MINING AND CITATION ANALYSIS IN THE DECISION-MAKING PROCESS FOR LIBRARY COLLECTIONS	12TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED)	INTED Proceedings				12th International Technology, Education and Development Conference (INTED)	MAR 05-07, 2018	Valencia, SPAIN					In recent years, the scientific production in Ecuador has registered a considerable increase, due to the implementation of government policies designed to improve the quality of education. Higher Education Institutions have also tried to stimulate research and scientific production to even higher quality standards with the pressure to rack up publications in high-impact journals. However, research and scientific production can flourish only in an environment where access to scientific knowledge is easily available. Consequently, Ecuadorian universities have increased their budget by approximately five times to provide access to digital databases and other electronic resources. Unfortunately, these efforts have not yielded the expected results to cover the minimum level of access to knowledge, due to the high costs of subscriptions to scientific journals. Therefore, decision making in library collection development becomes a very important process that needs to get the attention deserved. In general, at the University of Cuenca, faculties allocate funds for library collection development; each faculty decides what to subscribe or unsubscribe, generally following historical spending patterns, electronic journal usage data, and in some cases, based on their finances and priorities. Nevertheless, these indicators have been subject to recurring debates, due to their unclear relation with the current and future library needs of information. More research is required for the construction of accurate indicators regarding the library collection performance and the growing needs of collection development. This article aims to have a preliminary insight on the local use of the collection, contextualised to the references cited in scientific articles published by authors affiliated to the University of Cuenca. To achieve this goal, a set of the last 6-year publications were analysed. The full article and reference list were extracted using text mining methods. Text parsing and text filtering techniques were used for data extraction of each text corpus. Each word was classified as a text tree; in which, through the recognition of identities and the extraction of relationships, a data structure was constructed. This structure allowed the application of data mining techniques, such as clustering methods. By integrating text mining and citation analysis in the decision-making process for library collections, the authors aim to provide a dynamic solution that assists library managers to make economic decisions based on an "as realistic as possible" perspective of the users' needs.																	2340-1079		978-84-697-9480-7				2018							7450	7456										WOS:000448704002068						
J	Kuskov, VN; Berezovsky, IV; Tonkikh, NV				Kuskov, Valery N.; Berezovsky, Igor, V; Tonkikh, Natalya, V			Regional and Industrial System for Training Trade Union Activists	UPRAVLENETS-THE MANAGER												The paper studies the problems and prospects for development of the system of trade union education and debates the issues of raising the level of awareness and competence among trade union activists. The study's information base is the data provided by the Sverdlovsk region branch of the Russian Mining and Metallurgical Trade Union. This information serves as the basis for the first stage of the research - a retrospective analysis of the system for training trade union personnel using the case study of a large industrial trade union in 2011-2017. At the second stage, we identify the strategic directions for improving the system for training trade union staff of regional industrial trade unions. The authors test and adapt business education technologies to the conditions and tasks of the regional and industrial system for educating trade union activists. We also determine the priority tools for knowledge management which, if introduced to the trade union education system, can enhance the effectiveness of implementation of a trade union's functions and tasks. The research results are of an applied nature and have practical importance; they can be scaled and introduced into the training of personnel in regional trade unions of any industry. The implementation of the authors' proposals will allow increasing the level of social and economic guarantees for employees.																	2218-5003						2018	9	3					66	75		10.29141/2218-5003-2018-9-3-11								WOS:000449068600011						
S	Vinayakumar, R; Soman, KP; Menon, P			IEEE	Vinayakumar, R.; Soman, K. P.; Menon, Pradeep			CT-Blocks Analyser: Analysing CT-Blocks projects	2018 9TH INTERNATIONAL CONFERENCE ON COMPUTING, COMMUNICATION AND NETWORKING TECHNOLOGIES (ICCCNT)	International Conference on Computing Communication and Network Technologies				9th International Conference on Computing, Communication and Networking Technologies (ICCCNT)	JUL 10-12, 2018	IISC, Bengaluru, INDIA		IISC			This paper introduces CT-Blocks Analyser which is used for analysing computational thinking concepts of CT-Blocks project activities. This uses the emerging techniques of educational data mining and learning analytics to automate the instructional approach for CT-Blocks projects. CT-Blocks aims to infuse computational thinking within K-12 curriculum. The big data toolkit called, CT-Blocks Analyser which is specifically developed for CT-Blocks, a visually appealing programming environment for beginners; a block based programmable platform interconnected with more features in which students enjoy the learning process and it tries to make the users master in computational thinking.																	2162-7665		978-1-5386-4430-0				2018																		WOS:000448205000099						
S	Zielke, T; Bernst, I; Crombach, T; Becker, M; Lippel, J		Chova, LG; Martinez, AL; Torres, IC		Zielke, T.; Bernst, I.; Crombach, T.; Becker, M.; Lippel, J.			WHAT CAN BE LEARNED BY GRADING ANALYTICS?	12TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED)	INTED Proceedings				12th International Technology, Education and Development Conference (INTED)	MAR 05-07, 2018	Valencia, SPAIN					This article looks at useful applications of Grading Analytics, i.e. the analysis of data in a conventional student information system of a university. Much research in educational data mining focuses on Learning Analytics, a field that heavily exploits data that comes from digital footprints of students as they use online learning tools and learning management systems. In contrast, our work uses primarily grades as raw features for the analysis of the learning and the teaching process. Based on the data of a typical student record in a German university, we present a comparison of different methods for student success predictions. Our results suggest that deep neural networks can extract more accurate information from aggregative features than conventional methods. Given the powerful tools of modern data analytics, we look at applications of Grading Analytics for the improvement of a university's operations, in particular for the core mission of a university: helping students to successfully master their field of study.																	2340-1079		978-84-697-9480-7				2018							3097	3106										WOS:000447408803024						
S	Mamcenko, J		Chova, LG; Martinez, AL; Torres, IC		Mamcenko, Jelena			COMPARATIVE ANALYSIS OF LEARNING ANALYTICS TOOLS TO IMPROVE LEARNING USED IN DIFFERENT LEARNING PLATFORMS	12TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED)	INTED Proceedings				12th International Technology, Education and Development Conference (INTED)	MAR 05-07, 2018	Valencia, SPAIN					The aim of the paper is to present Go-Lab and Moodle learning platforms as tools suitable for applying Learning Analytics to improve learning. Moodle is one of the most popular open source learning platforms used both in schools and Universities, and Go-Lab is learning platform for Inquiry-Based Science Education in schools developed in Go-Lab project funded by EU 7FP programme and continued to be developed in new Next-Lab project funded by Horizon 2020. Learning Analytics aims to collect and analyse user activities to make learning and learning environments more effective and efficient. Go-Lab Learning Analytics services provide means to track user activities and analyse this tracked data. This provides the foundation for guidance mechanisms for students through scaffolding, as well as intelligent decision support for teachers and lab owners. More specifically, Learning Analytics services provide support for recommendations, intelligent feedback for students, and analytical reports that help to design better Inquiry-Based Learning scenarios and spaces. The add-on services consist of the bartering platform and the lab booking system to support Go-Lab Portal in different aspects. The bartering platform offers teachers peer assistance through a tutor social platform for expertise sharing related to online labs and inquiry learning spaces. Teachers are motivated to help other teachers and share their skills and knowledge about online labs on the bartering platform. On the other hand, there are the number of reports, blocks and other plugins for Moodle that provide Learning Analytics in this platform such as logs, activity, statistics etc. which are useful for students, teachers, administrators and decision-makers. A number of systems can be integrated with Moodle to provide Learning Analytics information. The paper is organised as follows: (1) systematic review on research topic, (2) analysis of Learning Analytics / educational data mining tools used in both platforms, (3) comparative analysis of possibilities provided by Learning Analytics tools in both platforms to improve learning, and (4) discussion and conclusion. The work presented in this paper is partially supported by the European Commission under Horizon 2020 research and innovation programme - as part of the Next-Lab project (Grant Agreement Number No 731685).																	2340-1079		978-84-697-9480-7				2018							4666	4673										WOS:000447408804104						
J	Makka, A; Nieuwenhuizen, C				Makka, Anoosha; Nieuwenhuizen, Cecile			Multinational enterprises perceptions of the national corporate social responsibility priority issues in South Africa	SOCIAL RESPONSIBILITY JOURNAL												Purpose This paper aims to explore the perceptions of multinational enterprises (MNEs) representing four key economic sectors in South Africa regarding what the most important national corporate social responsibility (CSR) priority issues are for the country. This paper also investigates whether MNEs in South Africa are overwhelmed by the number of CSR issues in the country. Design/methodology/approach A qualitative research approach was used. Thirty eight semi-structured telephone interviews were conducted with CSR practitioners at MNEs in the banking and finance, manufacturing, mining and services sectors. Data were analysed by means of qualitative content analysis. Findings The majority of participants in this study indicated that the top three CSR priorities for South Africa in order of importance are education, training and skills development; building and developing local communities and health care and wellness. Another significant finding was that MNEs indicated that there are too many CSR issues in South Africa. Research limitations/implications The results of this study highlight the need for South Africa to develop a national CSR index which clearly articulates the top CSR priorities of the country. This study explored the views of MNEs from four economic sectors of the South African economy. This study can be expanded to incorporate other sectors. Practical implications The findings of this study provide guidelines to MNEs and firms about the key CSR priorities for the country. Originality/value As far as can be ascertained, this is the first study that seeks to identify the key national CSR priority issues for South Africa from the perspective of MNEs operating in the country. This study determines whether MNEs in South Africa are overwhelmed by the number of CSR issues that they are confronted with.																	1747-1117	1758-857X					2018	14	4					828	842		10.1108/SRJ-10-2017-0194								WOS:000448532900009						
J	Lu, HX; Yuan, JS				Lu, Haixia; Yuan, Jinsong			Student Performance Prediction Model Based on Discriminative Feature Selection	INTERNATIONAL JOURNAL OF EMERGING TECHNOLOGIES IN LEARNING												It is a hot issue to be widely studied to determine the factors affecting students' performance from the perspective of data mining. In order to find the key factors that significantly affect students' performance from complex data, this paper proposes an integrated Optimized Ensemble Feature Selection Algorithm by Density Peaks (DPEFS). This algorithm is applied to the education data collected by two high schools in China, and the selected discriminative features are used to construct a student performance prediction model based on support vector machine (SVM). The results of the 10-fold cross-validation experiment show that, compared with various feature selection algorithms such as mRMR, Relief, SVM-RFE and AVC, the SVM student performance prediction model based on the feature selection algorithm proposed in this paper has better prediction performance. In addition, some factors and rules affecting student performance can be extracted from the discriminative features selected by the feature selection algorithm in this paper, which provides a methodological and technical reference for teachers, education management staffs and schools to predict and analyze the students' performances.																	1863-0383						2018	13	10					55	68		10.3991/ijet.v13i10.9451								WOS:000448443800005						
J	Olivares-Rodriguez, C; Guenaga, M; Garaizar, P				Olivares-Rodriguez, Cristian; Guenaga, Mariluz; Garaizar, Pablo			Using children's search patterns to predict the quality of their creative problem solving	ASLIB JOURNAL OF INFORMATION MANAGEMENT												Purpose - The purpose of this paper is to propose a computational model that implicitly predict the children's creative quality of solutions by analyzing the query pattern on a problem-solving-based lesson. Design/methodology/approach - A search task related to the competencies acquired in the classroom was applied to automatically measure children' creativity. A blind review process of the creative quality was developed of 255 primary school students' solutions. Findings - While there are many creativity training programs that have proven effective, many of these programs require measuring creativity previously which involves time-consuming tasks conducted by experienced reviewers, i.e. far from primary school classroom dynamics. The authors have developed a model that predicts the creative quality of the given solution using the search queries pattern as input. This model has been used to predict the creative quality of 255 primary school students' solutions with 80 percent sensitivity. Research limitations/implications - Although the research was conducted with just one search task, participants come from two different countries. Therefore, the authors hope that this model provides detection of non-creative solutions to enable prompt intervention and improve the creative quality of solutions. Originality/value - This is the first implicit classification model of query pattern in order to predict the children' creative quality of solutions. This model is based on a conceptual relation between the concept association of creative thinking and query chain model of information search.																	2050-3806	1758-3748					2018	70	5					538	550		10.1108/AJIM-05-2018-0103								WOS:000447007300005						
J	Ullah, I; Khan, AS				Ullah, Irshad; Khan, Aamna Saleem			EDUCATIONAL DATA INTERPRETATION BY ALGORITHMS	NATIONAL ACADEMY OF MANAGERIAL STAFF OF CULTURE AND ARTS HERALD												Computing science or computer Science is the study of theoretical foundation of knowledge and computation, with practical methods for their implementation and execution in computer environment. It may be described as the meaningful study of the algorithmic processes which transform and generate information. In this study algorithms from the field of data mining were applied to the field of education. This is to show that how efficient, useful and better are these algorithms for the said field. To study the performance a solid input threshold were given to the algorithms. The outcome from these algorithms will be compared by applying it to some well-known and standard algorithms. The experiment will be performed by applying the algorithms to databases, data warehouses of different size. The results obtained will be analyzed that how these are useful for the field of education.																	2226-3209	2409-0506					2018		1					1159	1164										WOS:000446340400144						
J	Wang, ZH				Wang, Zhihui			Fuzzy comprehensive evaluation of physical education based on high dimensional data mining	JOURNAL OF INTELLIGENT & FUZZY SYSTEMS												The spectrum cluster algorithm is opposite in the other cluster algorithm has the obvious superiority that can distinguish the non-raised distribution the cluster, suits extremely in many actual problems. With this prior model this paper combines the fuzzy set system to propose the new data mining algorithm. At the same time, we build a fuzzy comprehensive evaluation model and analyze the evaluation system of physical education. The result shows that the fuzzy comprehensive evaluation method is improved by using the grey relational grade, which avoids the disadvantages of adopting the principle of maximum membership degree. Therefore, this evaluation method can be used in the evaluation of public sports teaching in colleges and universities.																	1064-1246	1875-8967					2018	35	3					3065	3076		10.3233/JIFS-169661								WOS:000446239400048						
B	Ramaphosa, KIM; Zuva, T; Kwuimi, R			IEEE	Ramaphosa, Khokhoni Innocentia Mpho; Zuva, Tranos; Kwuimi, Raoul			Educational Data Mining to Improve Learner Performance in Gauteng Primary Schools	2018 INTERNATIONAL CONFERENCE ON ADVANCES IN BIG DATA, COMPUTING AND DATA COMMUNICATION SYSTEMS (ICABCD)					International Conference on Advances in Big Data, Computing and Data Communication Systems (icABCD)	AUG 06-07, 2018	Durban, SOUTH AFRICA	IEEE region 8, IEEE Mauritius Subsect, Soc Informat Technologists & Entrepreneurs, Durban Univ Technol, Natl Elect Media Inst S Africa, Pearson, IEEE S Africa Sect Comp Soc Chapter				Educational institutions' main goal is to contribute to the improvement of quality in education. The useful information obtained from the Educational Database Systems can be used in predicting learners' performance. Educational data mining (EDM) is a new emerging data mining (DM) technique used to improve the quality of education. The dataset of learner academic records was applied on Naive Bayes, BayesNet, JRip and J48 classification algorithms using the Weka tool. The learners were classified based on their city, school, grades, and Mathematics results. About 678 learner's data was covered. This paper showcases the comparison of four classifiers and finds the best performing classification algorithm among all. Based on the results obtained, we found that J48 algorithm outperformed the other algorithms with 99.13% prediction accuracy.																			978-1-5386-3060-0				2018																		WOS:000446104500088						
S	Arenas, R; Fernandez, P			IEEE	Arenas, Rodelio; Fernandez, Proceso			CredenceLedger: A Permissioned Blockchain for Verifiable Academic Credentials	2018 IEEE INTERNATIONAL CONFERENCE ON ENGINEERING, TECHNOLOGY AND INNOVATION (ICE/ITMC)	International ICE Conference on Engineering Technology and Innovation				IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)	JUN 17-20, 2018	Stuttgart, GERMANY	IEEE, Inst Strateg Innovat & Technol Management, Baden Wuttemberg Connected, IEEE Technol & Engn Management Soc, STW				Blockchain, the underlying technology that powers cryptocurrencies such as Bitcoin and Ethereum, is gaining so much attention from different industry stakeholders, governments and research communities. Its application is extending beyond cryptocurrencies and has been exploited in different domains such as finance, E-commerce, Internet of Things (MT), healthcare, and governance. Some key attributes of the technology are decentralization, immutability, security and transparency. This paper aims to describe how permissioned Blockchain can be applied to a specific educational use case - decentralized verification of academic credentials. The proposed Blockchain-based solution, named 'CredenceLedger', is a system that stores compact data proofs of digital academic credentials in Blockchain ledger that are easily verifiable for education stakeholders and interested third party organizations.																	2334-315X		978-1-5386-1469-3				2018																		WOS:000445499800075						
J	Kurbalija, V; Ivanovic, M; Geler, Z; Radovanovic, M				Kurbalija, Vladimir; Ivanovic, Mirjana; Geler, Zoltan; Radovanovic, Milos			Two Faces of the Framework for Analysis and Prediction , Part 2-Research	INFORMATION TECHNOLOGY AND CONTROL												Continuing Two Faces of the Framework for Analysis and Prediction, Part 1- Education, this article overviews the successful applications of the Framework for Analysis and Prediction (FAP) - a Java-based tool dedicated to time-series analysis - in research, highlighting the influence applications had on subsequent development and enhancements of the FAP software. Research applications include applications in data mining (development of a new time-series representation and various interactions between time-series distance measures and classification) and multidisciplinary research (in psychology, medicine, emotion recognition, and agent-based distributed computing).																	1392-124X						2018	47	3					489	502		10.5755/j01.itc.47.3.18747								WOS:000445814000008						
